AdrID,AkpIDTase0,AkpIDTase1,AkpIDTase2,AkpIDTase3,AkpIDTase4,AkpIDTase5,AkpIDTase6,AkpIDTase7,AkpIDTase8,AdrAadress,KdIDAdressiStaatus,AdrOige,AdrSihtnumber,AdrMajaNr,ADS_ADR_ID,ADS_ADR_TEKST,ADS_ADS_OID,ADS_ADR_MUUDETI,ADS_ORIG_TUNNUS,ADS_MUUD_OBJEKTID,ADS_KOODAADRESS,ADS_ADOB_ID,ADSILID,IAsIDLooja,LoodiKpv,IAsIDMuutja,MuudetiKpv,KustutatiKpv,AsID
3012832,,79,171.0,1586.0,,0S83,,B4IB,,"Tartu maakond, Elva vald, Elva linn, Tartu mnt 26",549,,19725,26,,,CU00050079,,,,,8590678,,5312.0,2017-01-11 15:32:31,,,,10.0
2442202,,37,784.0,176.0,,04FO,,1BVW,G6SV,"Harju maakond, Tallinn, Haabersti linnaosa, Viige tn 17-2",549,,54801,17,,,ER03473695,,,,,7606711,,,,,,,
2829590,,79,283.0,8992.0,,,BUI7,,,"Tartu maakond, Kambja vald, Vana-Kuuste küla, Väike-Oksa",549,,32296,,,,CU02278777,,,,,8255341,,,,,,,
2214713,,37,784.0,482.0,,05VQ,,3LMR,AL0O,"Harju maakond, Tallinn, Mustamäe linnaosa, A. H. Tammsaare tee 74-43",549,,59212,74,,,ER01728374,,,,,6681260,,,,,,,
2551382,,37,784.0,298.0,,05WF,,5V02,H1E8,"Harju maakond, Tallinn, Kesklinna linnaosa, Hagudi tn 26-3",549,,31090,26,,,ER03644694,,,,,10115231,,1406.0,2020-01-07 10:27:14,,,,2.0
3343061,,50,247.0,3244.0,,,7OKC,,,"Jõgeva maakond, Jõgeva vald, Kodismaa küla, Kesala",549,,19830,,,,ME01130102,,,,,10292875,,,,,,,
2304130,,37,784.0,614.0,,03X7,,0WB1,0IZV,"Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Sõle tn 18-175",549,,81702,18,,,ER01193782,,,,,6611266,,,,,,,
1920462,,37,653.0,8774.0,,0PV8,,9ODI,,"Harju maakond, Rae vald, Uuesalu küla, Põdra tee 21a",549,,22203,21a,,,CU00358977,,,,,5222718,,,,,,,
3144376,,84,899.0,9068.0,,0NM8,,9LLQ,,"Viljandi maakond, Viljandi vald, Vardi küla, Metsaküla tee 23",549,,54295,23,,,ME03171900,,,,,8807350,,3148.0,2017-02-11 17:19:57,,,,10.0
3705157,,71,502.0,1725.0,,,GVAB,,,"Rapla maakond, Märjamaa vald, Haimre küla, Männamaa",549,,87860,,,,CU04081583,,,,,10795997,,3225.0,2023-01-12 15:26:32,,,,2.0
2273040,,37,784.0,482.0,,05VR,,1SSQ,50OG,"Harju maakond, Tallinn, Mustamäe linnaosa, J. Sütiste tee 24-25",549,,90431,24,,,ER01406030,,,,,6497789,,,,,,,
2299117,,37,784.0,298.0,,03OY,,3JHE,0PON,"Harju maakond, Tallinn, Kesklinna linnaosa, Laulupeo tn 22-1",549,,73273,22,,,ER01202735,,,,,6518552,,,,,,,
3744137,,52,567.0,5861.0,,0W3U,,D9PO,,"Järva maakond, Paide linn, Paide linn, Väike-Aia tn 10",549,,14062,10,,,EE00838644,,,,,10948858,,3706.0,2024-02-09 10:51:43,,,,4.0
2694682,,60,663.0,,,02JA,,101I,,"Lääne-Viru maakond, Rakvere linn, Narva tn 40a",549,,66534,40a,,,ME02612272,,,,,7936815,,,,,,,
2869580,,79,283.0,3585.0,,,EPAN,,,"Tartu maakond, Kambja vald, Kullaga küla, Tsingumetsa",549,,95673,,,,CU00121613,,,,,8224123,,,,,,,
1223409,,37,198.0,8009.0,,076M,,5YNG,,"Harju maakond, Harku vald, Tabasalu alevik, Punga põik 1",549,,31626,1,,,EE02291052,,,,,10524458,,,,,,,
3233740,,60,928.0,3092.0,,06HS,,5QR0,,"Lääne-Viru maakond, Väike-Maarja vald, Kiltsi alevik, Liiduri tn 22",549,,89602,22,,,ME02387960,,,,,9072350,,4893.0,2017-06-11 12:47:50,,,,2.0
3137032,,84,899.0,9068.0,,,B177,,,"Viljandi maakond, Viljandi vald, Vardi küla, Tammeõue",549,,66911,,,,ME03317827,,,,,10634533,,4359.0,2023-11-01 03:05:55,,,,2.0
2831516,,79,586.0,6984.0,,,287Y,,,"Tartu maakond, Peipsiääre vald, Riidma küla, Tipi",549,,30591,,,,CU00030745,,,,,9658836,,,,,,,
3351259,,50,486.0,9466.0,,,1RQJ,,,"Jõgeva maakond, Mustvee vald, Voore küla, Metsa",549,,17019,,,,EE01148767,,,,,9372161,,2995.0,2017-08-11 15:34:16,,,,12.0
3770845,,68,806.0,2251.0,,,4DS1,,,"Pärnu maakond, Tori vald, Jõesuu küla, Suurvanksi",549,,23272,,,,CU03874819,,,,,11011281,,3158.0,2025-02-01 09:25:11,,,,36.0
3245984,,87,917.0,3153.0,,,1BSI,,,"Võru maakond, Võru vald, Kirumpää küla, Siimani",549,,53397,,,,CU00580356,,,,,9109043,,2340.0,2017-06-11 14:21:32,,,,30.0
3449242,,37,431.0,4148.0,,0QL0,,C4EF,,"Harju maakond, Lääne-Harju vald, Laulasmaa küla, Kloogaranna tee 20/1",549,,36941,20/1,,,ME03717344,,,,,9896241,,4983.0,2019-03-10 03:03:18,,,,5.0
2660938,,56,184.0,1692.0,,0RQI,,AUKA,,"Lääne maakond, Haapsalu linn, Haapsalu linn, Lai tn 3",549,,34901,3,,,EE02723918,,,,,10249515,,,,,,,
3337259,,50,618.0,1179.0,,,DW4X,,,"Jõgeva maakond, Põltsamaa vald, Alastvere küla, Alastvere-Mällikvere tee",549,,63645,,,,CU00327683,,,,,9286653,,6893.0,2017-08-11 12:28:50,,,,26.0
3749574,,52,567.0,5861.0,,0W1R,,DAYE,LSWQ,"Järva maakond, Paide linn, Paide linn, Tallinna tn 24-1",549,,82628,24,,,ER01618800,,,,,10947347,,1098.0,2024-02-09 10:50:54,,,,18.0
3075571,,79,793.0,8151.0,,0STA,,BH20,,"Tartu maakond, Tartu linn, Tartu linn, Võru tn 180a",549,,80795,180a,,,EE00772983,,,,,8733016,,2086.0,2017-02-11 13:33:52,,,,10.0
3340688,,50,486.0,9596.0,,,0K17,,,"Jõgeva maakond, Mustvee vald, Võtikvere küla, Kaljo",549,,44768,,,,ME03671727,,,,,9483096,,3453.0,2018-04-01 08:31:04,,,,13.0
1197444,,84,897.0,,,05BB,,26G2,99M7,"Viljandi maakond, Viljandi linn, Kõrgemäe tn 9-2",549,,96585,9,,,ER01618484,,,,,5955190,,859.0,2014-09-05 15:59:52,,,,48.0
2253704,,37,784.0,387.0,,03O6,,1RPQ,3ILP,"Harju maakond, Tallinn, Lasnamäe linnaosa, Ümera tn 42-37",549,,46899,42,,,ER01335068,,,,,6564334,,,,,,,
2926191,,39,205.0,1769.0,,,2MAG,,,"Hiiu maakond, Hiiumaa vald, Harju küla, Märdi",549,,48980,,,,CU00055076,,,,,8343152,,,,,,,
3770621,,68,806.0,1510.0,,0L8V,,75CA,,"Pärnu maakond, Tori vald, Eametsa küla, Nigula tee 33",549,,41135,33,,,EE03594055,,,,,11010825,,206.0,2025-02-01 09:25:01,,,,46.0
3146069,,84,899.0,4763.0,,,3VTA,,,"Viljandi maakond, Viljandi vald, Maltsa küla, Liivaranna",549,,22571,,,,CU00502248,,,,,10694565,,6536.0,2023-07-06 15:13:04,,,,38.0
2120709,,37,784.0,176.0,,03X8,,1EEO,,"Harju maakond, Tallinn, Haabersti linnaosa, Õismäe tee 97",549,,16505,97,,,EE00639427,,,,,6418503,,,,,,,
3511799,,37,198.0,8257.0,,0K2F,,CEHK,KBVS,"Harju maakond, Harku vald, Tiskre küla, Uuspere tee 5/2-9",549,,61498,5/2,,,ER03848268,,,,,10003016,,,,,,,
2640556,,74,714.0,3655.0,,0RO1,,ASAF,,"Saare maakond, Saaremaa vald, Kuressaare linn, A. Kitzbergi tn 3",549,,84943,3,,,ME00798639,,,,,7827103,,,,,,,
1576116,,37,198.0,8599.0,,0N6P,,810L,,"Harju maakond, Harku vald, Türisalu küla, Kuldkannikese tee 32",549,,82045,32,,,CU00079885,,,,,10061478,,3089.0,2020-04-05 17:50:15,,,,27.0
3666157,,45,515.0,5356.0,,0S1L,,AZJG,JRMO,"Ida-Viru maakond, Narva-Jõesuu linn, Narva-Jõesuu linn, Vabaduse tn 40-19",549,,74349,40,,,MR03712104,,,,,10612176,,5962.0,2023-02-01 09:18:17,,,,30.0
3380836,,50,247.0,2262.0,,0TDG,,BQST,,"Jõgeva maakond, Jõgeva vald, Jõgeva linn, Suur tn 71",549,,30131,71,,,EE01065638,,,,,10446595,,,,,,,
2899978,,45,511.0,,,017E,,2FRC,5P2G,"Ida-Viru maakond, Narva linn, Võidu prospekt 10-70",549,,17144,10,,,ER01440443,,,,,8295600,,,,,,,
2852590,,45,511.0,,,01A4,,7WFZ,,"Ida-Viru maakond, Narva linn, Kuu tn 44",549,,57294,44,,,CU00274412,,,,,8263571,,,,,,,
3768417,,68,806.0,3077.0,,,DYJ5,,,"Pärnu maakond, Tori vald, Kildemaa küla, Abrami mets",549,,10500,,,,CU03375964,,,,,11005980,,5471.0,2025-02-01 09:23:31,,,,32.0
2604835,,74,714.0,3726.0,,,1PRB,,,"Saare maakond, Saaremaa vald, Kuusnõmme küla, Kopli",549,,66047,,,,CU00235056,,,,,7802063,,,,,,,
2854645,,45,511.0,,,0180,,1WNE,5K3X,"Ida-Viru maakond, Narva linn, Kreenholmi tn 4-51",549,,21485,4,,,ER01433410,,,,,8196451,,,,,,,
2197351,,37,784.0,298.0,,03KZ,,1F37,8VL4,"Harju maakond, Tallinn, Kesklinna linnaosa, Viru väljak 6-36",549,,48607,6,,,ER01599372,,,,,6588284,,,,,,,
2981722,,81,824.0,2187.0,,,68OB,,,"Valga maakond, Tõrva vald, Jeti küla, Lehiste",549,,96772,,,,ME00892130,,,,,8522000,,6690.0,2017-01-11 12:50:54,,,,14.0
2586669,,52,255.0,3564.0,,,28XV,,,"Järva maakond, Järva vald, Kuksema küla, Vainu",549,,91931,,,,CU00108990,,,,,7698022,,,,,,,
3582804,,37,784.0,339.0,,0KG3,,CM2F,,"Harju maakond, Tallinn, Kristiine linnaosa, Sõpruse pst 40",549,,88671,40,,,EE03925756,,,,,10664867,,,,,,,
3058228,,68,624.0,6619.0,,0SQG,,BBOP,I0YH,"Pärnu maakond, Pärnu linn, Pärnu linn, Kooli tn 69-29",549,,72957,69,,,ER01413998,,,,,8671214,,3507.0,2017-02-11 11:25:47,,,,9.0
2179928,,37,784.0,387.0,,03O6,,1RHS,4FB8,"Harju maakond, Tallinn, Lasnamäe linnaosa, Ümera tn 60-19",549,,36171,60,,,ER01376817,,,,,6584215,,,,,,,
3503380,,79,793.0,8151.0,,0SHD,,BD03,KB54,"Tartu maakond, Tartu linn, Tartu linn, Kummeli tn 8c-14",549,,22712,8c,,,ER03831369,,,,,9975949,,,,,,,
3143139,,84,899.0,9541.0,,,E4V8,,,"Viljandi maakond, Viljandi vald, Võistre küla, Pärli",549,,13373,,,,ME03180706,,,,,8821285,,5719.0,2017-02-11 17:37:54,,,,6.0
2942545,,39,205.0,9295.0,,,5FIF,,,"Hiiu maakond, Hiiumaa vald, Viiri küla, Tammela",549,,37125,,,,CU00054073,,,,,8375515,,,,,,,
3426214,,68,430.0,5049.0,,,FHLW,,,"Pärnu maakond, Lääneranna vald, Muriste küla, Meste-Vassa",549,,32391,,,,ME01974255,,,,,9600338,,2085.0,2018-11-06 16:50:25,,,,10.0
2107143,,37,784.0,524.0,,03QG,,0RLU,,"Harju maakond, Tallinn, Nõmme linnaosa, Õhtu tn 2",549,,93648,2,,,ME03658535,,,,,9015409,,5022.0,2017-03-11 18:35:38,,,,41.0
3296725,,45,442.0,3194.0,,0T7L,,BOL0,,"Ida-Viru maakond, Lüganuse vald, Kiviõli linn, Sõnajala tn 8",549,,48248,8,,,CU00153218,,,,,9212321,,5801.0,2017-06-11 18:42:48,,,,38.0
3159405,,71,668.0,6826.0,,01RF,,1INI,,"Rapla maakond, Rapla vald, Rapla linn, Sulupere tn 14",549,,20739,14,,,CU00381380,,,,,8858495,,2184.0,2017-03-11 12:02:07,,,,36.0
2321227,,37,784.0,614.0,,08GR,,9GEJ,DR2E,"Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Helme tn 13a-28",549,,72071,13a,,,ER01459733,,,,,6413753,,,,,,,
2149234,,37,784.0,614.0,,062L,,18X5,1J38,"Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Kopli tn 82-26",549,,25139,82,,,ER01239883,,,,,6720125,,,,,,,
3673488,,45,736.0,,2DQQ,,,D1RW,,"Ida-Viru maakond, Sillamäe linn, Sputniku AÜ 758",549,,50416,758,,,EE01658575,,,,,10675554,,1360.0,2023-11-04 03:03:36,,,,7.0
3565565,,37,725.0,3439.0,26HZ,0LCX,,62G8,,"Harju maakond, Saue vald, Koppelmaa küla, Koppelmaa AÜ, Ilvese tn 18",549,,62096,18,,,EE02321174,,,,,10177046,,647.0,2020-01-09 11:43:40,,,,1.0
2636293,,74,714.0,4053.0,,0KFL,,5I9Y,,"Saare maakond, Saaremaa vald, Laheküla, Sarapuu tee 2",549,,71727,2,,,CU00621224,,,,,7811576,,,,,,,
3304089,,71,317.0,8976.0,,,CI8N,,,"Rapla maakond, Kohila vald, Vana-Aespa küla, Uuesauna",549,,74106,,,,EE00931233,,,,,9215952,,2074.0,2017-07-11 10:57:51,,,,11.0
3346481,,50,618.0,2875.0,,,3UWC,,,"Jõgeva maakond, Põltsamaa vald, Kauru küla, Altermanni",549,,96643,,,,ME01134249,,,,,9402264,,5480.0,2017-08-11 16:52:19,,,,44.0
3562403,,37,725.0,4075.0,2CZK,,,6RS4,,"Harju maakond, Saue vald, Laitse küla, Metsaveere AÜ 11",549,,44734,11,,,CU00144811,,,,,10168019,,1212.0,2020-01-09 11:39:00,,,,33.0
3713149,,81,857.0,8918.0,,0S70,,B3JY,,"Valga maakond, Valga vald, Valga linn, Kase tn 2",549,,21945,2,,,EE00918566,,,,,10851544,,248.0,2024-02-01 12:19:32,,,,8.0
2363249,,37,784.0,176.0,,03P7,,1CTT,F0SS,"Harju maakond, Tallinn, Haabersti linnaosa, Järveotsa tee 12-84",549,,94130,12,,,MR03314996,,,,,6558928,,,,,,,
3238031,,87,919.0,,,05J1,,0ZPK,,"Võru maakond, Võru linn, Muraka tn 12",549,,81319,12,,,ME00957722,,,,,9155734,,1512.0,2017-06-11 16:18:20,,,,7.0
3162510,,71,293.0,1110.0,,,3HZF,,,"Rapla maakond, Kehtna vald, Ahekõnnu küla, Möldre",549,,60793,,,,EE02533652,,,,,8912370,,5477.0,2017-03-11 13:59:09,,,,29.0
2697065,,60,661.0,9196.0,,,DRMQ,,,"Lääne-Viru maakond, Rakvere vald, Veltsi küla, Lembitu",549,,34232,,,,CU03591696,,,,,7913189,,,,,,,
2599331,,74,714.0,3807.0,,,18B9,,,"Saare maakond, Saaremaa vald, Kõrkvere küla, Matsi",549,,58630,,,,ME00816744,,,,,7724008,,,,,,,
1923846,,37,653.0,6713.0,,,DIJO,,,"Harju maakond, Rae vald, Rae küla, Haavasalu",549,,59996,,,,CU03268771,,,,,5329827,,,,,,,
3239884,,84,615.0,7804.0,,,3LGL,,,"Viljandi maakond, Põhja-Sakala vald, Supsi küla, Nõlvaku",549,,58418,,,,CU04122136,,,,,10930409,,4587.0,2024-02-08 12:48:39,,,,11.0
2327558,,37,784.0,614.0,,04CZ,,0PH2,1O14,"Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Kungla tn 10-15",549,,34455,10,,,ER01246373,,,,,6420515,,,,,,,
2986374,,81,824.0,6222.0,,,6YAU,,,"Valga maakond, Tõrva vald, Pikasilla küla, Nõlvaku",549,,68428,,,,ME00967274,,,,,8548015,,4290.0,2017-01-11 13:32:05,,,,21.0
3497447,,37,198.0,8877.0,,0NSA,,CBI2,,"Harju maakond, Harku vald, Vaila küla, Naage tee 84",549,,15848,84,,,ME01039807,,,,,9935919,,,,,,,
2834405,,45,511.0,,,018U,,0OMO,,"Ida-Viru maakond, Narva linn, Vestervalli tn 7",549,,44510,7,,,ME02082027,,,,,8167357,,,,,,,
3147067,,64,284.0,6354.0,,,1FKA,,,"Põlva maakond, Kanepi vald, Prangli küla, Tooma",549,,67637,,,,CU03747912,,,,,9778017,,,,,,,
1543306,,37,198.0,9685.0,,0NED,,7NQ5,,"Harju maakond, Harku vald, Vääna-Jõesuu küla, Kanarbiku tee 4",549,,70956,4,,,ME02174935,,,,,10414077,,,,,,,
3383631,,50,247.0,2262.0,,0TBS,,BRZ7,JF8Y,"Jõgeva maakond, Jõgeva vald, Jõgeva linn, Pargi tn 18-13",549,,44524,18,,,ER01443849,,,,,9414037,,3504.0,2017-08-11 17:55:32,,,,39.0
1087138,,37,296.0,,,00CT,,1H57,6WI5,"Harju maakond, Keila linn, Pae tn 8-1",549,,39654,8,,,ER01502086,,,,,4755944,,,,,,,
2979796,,81,557.0,6060.0,,,0Z7N,,,"Valga maakond, Otepää vald, Pedajamäe küla, Pedajamäe",549,,45200,,,,ME03157295,,,,,9950889,,5289.0,2019-11-12 03:45:14,,,,50.0
2623214,,74,714.0,3320.0,,,ETAD,,,"Saare maakond, Saaremaa vald, Koki küla, 4400014 Sake-Koimla tee T1",549,,83956,,,,CU03579132,,,,,7766615,,,,,,,
1815112,,37,890.0,1675.0,,0L3P,,5Z72,DCOW,"Harju maakond, Viimsi vald, Haabneeme alevik, Tammepõllu tee 7-8",549,,18079,7,,,ER01738738,,,,,5031769,,,,,,,
3521259,,71,668.0,4728.0,,0U22,,CGPY,,"Rapla maakond, Rapla vald, Mahlamäe küla, Hallikivi tee 21",549,,29808,21,,,ME03773085,,,,,10035882,,,,,,,
2643566,,74,714.0,3655.0,,0RNK,,AT97,,"Saare maakond, Saaremaa vald, Kuressaare linn, Tolli tn 7",549,,97486,7,,,ME04085195,,,,,10808351,,,,,,,
3181203,,79,291.0,4868.0,2DOE,,,9ZV0,FN96,"Tartu maakond, Kastre vald, Melliste küla, Oraviku vkt 7-11",549,,22675,7,,,ER01495095,,,,,8891099,,4260.0,2017-03-11 13:09:53,,,,41.0
3144887,,84,899.0,4088.0,,,0L6J,,,"Viljandi maakond, Viljandi vald, Lalsi küla, Kukemiku",549,,21233,,,,CU00170426,,,,,10281112,,,,,,,
3002252,,81,557.0,3353.0,,0L1I,,5Y6Q,,"Valga maakond, Otepää vald, Kolli küla, Käo tn 8",549,,97574,8,,,CU00322388,,,,,8557183,,4724.0,2017-01-11 13:48:58,,,,30.0
2680617,,37,431.0,4148.0,2CZ6,,,64JC,,"Harju maakond, Lääne-Harju vald, Laulasmaa küla, Lõuna-Kadaka vkt 51",549,,55061,51,,,EE01763695,,,,,7988090,,,,,,,
1168004,,37,446.0,,,00Y4,,2IYK,8MWF,"Harju maakond, Maardu linn, Haigla tn 3-42",549,,80968,3,,,ER01587892,,,,,1890178,,,,,,,
2258238,,37,784.0,524.0,,061T,,1NN4,,"Harju maakond, Tallinn, Nõmme linnaosa, Trummi tn 30d",549,,64262,30d,,,EE00647013,,,,,10888164,,3413.0,2024-01-03 03:01:00,,,,7.0
2327348,,37,784.0,387.0,,04BM,,9F78,DP89,"Harju maakond, Tallinn, Lasnamäe linnaosa, Priisle tee 4/2-85",549,,87296,4/2,,,ER01453330,,,,,6683705,,,,,,,
3253355,,84,615.0,1386.0,,,1SPM,,,"Viljandi maakond, Põhja-Sakala vald, Arussaare küla, Annovi",549,,39820,,,,ME02622625,,,,,9142601,,6002.0,2017-06-11 15:42:21,,,,25.0
2610931,,74,714.0,1424.0,,,4NY3,,,"Saare maakond, Saaremaa vald, Asuka küla, Vessu-Välja",549,,82561,,,,ME03974089,,,,,10484109,,2597.0,2022-11-05 16:35:23,,,,15.0
2759727,,60,903.0,2986.0,,,3O34,,,"Lääne-Viru maakond, Viru-Nigula vald, Kestla küla, Kõrtsi",549,,17993,,,,EE00680995,,,,,8049832,,,,,,,
2601648,,74,714.0,6635.0,,,175G,,,"Saare maakond, Saaremaa vald, Pöide küla, Jakobsoni",549,,60738,,,,ME00808319,,,,,7756640,,,,,,,
3246055,,84,480.0,5758.0,,,1ILJ,,,"Viljandi maakond, Mulgi vald, Oti küla, Raja",549,,78495,,,,EE01007296,,,,,9143548,,4852.0,2017-06-11 15:44:59,,,,14.0
3112240,,68,624.0,6619.0,,0SRG,,BMMP,,"Pärnu maakond, Pärnu linn, Pärnu linn, Oja tn 79",549,,64870,79,,,CU00343367,,,,,8760464,,3207.0,2017-02-11 14:53:12,,,,25.0
3380745,,50,618.0,6537.0,,0TDX,,BQQA,,"Jõgeva maakond, Põltsamaa vald, Põltsamaa linn, Tartu mnt 24",549,,80190,24,,,EE01105819,,,,,9423700,,211.0,2017-08-11 18:15:18,,,,8.0
3433334,,37,653.0,2353.0,,0TUX,,C1D7,,"Harju maakond, Rae vald, Järveküla, Rohuvälja põik 2",549,,72236,2,,,CU03717281,,,,,9693731,,,,,,,
2065011,,37,198.0,3608.0,,0N4E,,9XZD,,"Harju maakond, Harku vald, Kumna küla, Kivikirsi tee 10",549,,85066,10,,,ME02660850,,,,,6272674,,,,,,,
3066333,,79,793.0,8151.0,,0T1A,,BELW,,"Tartu maakond, Tartu linn, Tartu linn, Pirni tn 3",549,,40886,3,,,EE00750165,,,,,9748421,,,,,,,
3042168,,68,624.0,6619.0,,0SY2,,B6PS,,"Pärnu maakond, Pärnu linn, Pärnu linn, Jaani tn 17",549,,72424,17,,,ME00698704,,,,,10981389,,5668.0,2024-03-12 18:01:13,,,,24.0
3233362,,45,442.0,4347.0,,,464J,,,"Ida-Viru maakond, Lüganuse vald, Liimala küla, Mereranna",549,,49171,,,,ME00689298,,,,,9135666,,1955.0,2017-06-11 15:25:43,,,,26.0
3112426,,79,793.0,8151.0,,0SQT,,B8QG,IVZA,"Tartu maakond, Tartu linn, Tartu linn, Narva mnt 107-5",549,,20348,107,,,ER01505247,,,,,8751936,,5939.0,2017-02-11 14:26:54,,,,33.0
3239381,,87,917.0,6293.0,,,4A9W,,,"Võru maakond, Võru vald, Plessi küla, Kaasiku",549,,61747,,,,ME02921687,,,,,9166935,,5078.0,2017-06-11 16:46:33,,,,47.0
2859779,,79,586.0,4685.0,,,3TD2,,,"Tartu maakond, Peipsiääre vald, Lümati küla, Kivitare",549,,14551,,,,ME02880629,,,,,8211450,,,,,,,
2170952,,37,784.0,339.0,,0402,,1SLR,2W8H,"Harju maakond, Tallinn, Kristiine linnaosa, Elektroni tn 8-14",549,,75811,8,,,ER01304306,,,,,9800509,,,,,,,
3362493,,87,698.0,1890.0,,,AYWW,,,"Võru maakond, Rõuge vald, Horoski küla, Holdi-Eha",549,,84870,,,,CU00055674,,,,,9600955,,4922.0,2018-12-06 15:42:32,,,,31.0
3585412,,37,784.0,298.0,,049N,,CMWB,,"Harju maakond, Tallinn, Kesklinna linnaosa, Masina tn 18a",549,,77740,18a,,,CU03895392,,,,,10243523,,4939.0,2020-12-11 15:38:02,,,,23.0
3047959,,79,793.0,8151.0,,0SNL,,B908,,"Tartu maakond, Tartu linn, Tartu linn, Metshirve tn 9",549,,84905,9,,,EE03419919,,,,,10020011,,5715.0,2020-06-03 03:38:59,,,,28.0
3417265,,37,890.0,1675.0,,0BG0,,3K0P,JMOW,"Harju maakond, Viimsi vald, Haabneeme alevik, Heki tee 6-10a",549,,98805,6,,,MR01505992,,,,,9523313,,,,,,,
2115821,,37,784.0,176.0,,03M4,,1BV8,,"Harju maakond, Tallinn, Haabersti linnaosa, Hälli põik 7",549,,91300,7,,,CU00468402,,,,,6528790,,,,,,,
3248409,,45,130.0,2850.0,,,3DYS,,,"Ida-Viru maakond, Alutaguse vald, Katase küla, Jänese",549,,29326,,,,CU00027409,,,,,9055169,,2376.0,2017-06-11 12:11:22,,,,46.0
2909039,,39,205.0,7972.0,,,,,,"Hiiu maakond, Hiiumaa vald, Sülluste küla",549,,25765,,,,AY00007972,,,,,8320592,,,,,,,
606383,,37,353.0,1256.0,,,3GIC,,,"Harju maakond, Kuusalu vald, Andineeme küla, Uus-Seljaku",549,,68856,,,,ME00985571,,,,,9765658,,,,,,,
3471620,,37,719.0,3048.0,,0P87,,9FNY,,"Harju maakond, Saku vald, Kiisa alevik, Saare tn 11",549,,32659,11,,,EE01095887,,,,,9820674,,,,,,,
3619785,,74,714.0,5361.0,,,GDX4,,,"Saare maakond, Saaremaa vald, Nasva alevik, Tuletorni tänav T3",549,,31910,,,,CU00183068,,,,,10404327,,2586.0,2021-08-11 09:15:29,,,,7.0
3047129,,68,624.0,6619.0,,0T26,,B8MA,,"Pärnu maakond, Pärnu linn, Pärnu linn, Rohu tn 104",549,,37772,104,,,EE00722675,,,,,8782440,,1824.0,2017-02-11 15:58:37,,,,7.0
3654772,,37,141.0,1086.0,,0VFT,,D01D,,"Harju maakond, Anija vald, Aegviidu alev, Masti tee 3",549,,35260,3,,,CU02176131,,,,,10574001,,,,,,,
2244841,,37,784.0,482.0,,01JS,,3KRA,A3W8,"Harju maakond, Tallinn, Mustamäe linnaosa, Sõpruse pst 242-64",549,,26539,242,,,ER01700835,,,,,6659505,,,,,,,
2560774,,52,834.0,6505.0,,,4L7A,,,"Järva maakond, Türi vald, Põikva küla, Uuetoa",549,,15593,,,,ME02626799,,,,,10280172,,,,,,,
2605111,,74,714.0,2722.0,,,5L33,,,"Saare maakond, Saaremaa vald, Karida küla, Marti",549,,65492,,,,ME03878954,,,,,10415557,,2488.0,2021-03-12 02:40:23,,,,15.0
2574223,,37,141.0,3022.0,,,7D4S,,,"Harju maakond, Anija vald, Kihmla küla, Hansu",549,,20271,,,,ME01904153,,,,,10241940,,4503.0,2020-10-11 03:36:46,,,,47.0
3355869,,87,698.0,4591.0,,,09GQ,,,"Võru maakond, Rõuge vald, Luutsniku küla, Lätte",549,,99538,,,,ME02953381,,,,,9327933,,3550.0,2017-08-11 13:54:50,,,,27.0
3721755,,87,145.0,7102.0,,,ETO9,,,"Võru maakond, Antsla vald, Ruhingu küla, Männipalgi",549,,67067,,,,ME01149493,,,,,10896654,,842.0,2024-01-04 16:08:29,,,,42.0
3569456,,37,725.0,4014.0,,08HI,,2KRU,,"Harju maakond, Saue vald, Laagri alevik, Rebase tee 22",549,,36465,22,,,CU00419587,,,,,10184248,,6729.0,2020-01-09 11:48:10,,,,19.0
3581192,,37,784.0,176.0,,0PSX,,CLQX,KJNL,"Harju maakond, Tallinn, Haabersti linnaosa, Jalami tn 10/2-20",549,,92211,10/2,,,ER03893308,,,,,10218904,,,,,,,
3698548,,87,732.0,6046.0,,,GSP5,,,"Võru maakond, Setomaa vald, Pattina küla, Trullimäe",549,,29382,,,,CU04127353,,,,,10925586,,,,,,,
3225774,,45,442.0,7680.0,,074G,,1I7Z,,"Ida-Viru maakond, Lüganuse vald, Sonda alevik, Jaama tn 7",549,,87994,7,,,CU00430362,,,,,9130955,,1015.0,2017-06-11 15:15:24,,,,46.0
3006487,,81,824.0,8529.0,,0SFB,,B1ET,,"Valga maakond, Tõrva vald, Tõrva linn, Valga tn 24",549,,43801,24,,,ME04065105,,,,,10724794,,,,,,,
2943131,,56,441.0,9803.0,,,2IHW,,,"Lääne maakond, Lääne-Nigula vald, Österby küla, Sonni",549,,51910,,,,ME02650604,,,,,10236772,,,,,,,
3052303,,68,624.0,6619.0,,0SGJ,,BANT,,"Pärnu maakond, Pärnu linn, Pärnu linn, Karja tn 60c",549,,18783,60c,,,ME04005426,,,,,10551855,,,,,,,
3719822,,81,857.0,8918.0,,0SFR,,B1TZ,,"Valga maakond, Valga vald, Valga linn, Petseri tn 38",549,,21406,38,,,CU00532638,,,,,10841361,,3444.0,2024-02-01 12:16:50,,,,50.0
