IAdrID,AdrID,IsID,IAdrKehtibAlatesKpv,IAdrKehtibKuniKpv,KdIDAadressiLiik,KdIDAadressiStaatus,DokIDAlus,IAdrIDJargmine,DokIDLopuAlus,ADSILID,IAdrPiirang,IAsIDLooja,LoodiKpv,IAsIDMuutja,MuudetiKpv,KustutatiKpv,AsID
5006,2608334,2467,2015-10-11 00:00:00.000000,2025-01-07 19:46:15.045953,557,550,5006,,,,,237.0,1997-07-03,,,,13
5007,3022448,4650,2007-08-31 00:00:00.000000,2015-10-10 00:00:00.000000,557,550,5007,5008.0,5008.0,,,11.0,1995-09-26,270.0,2016-07-17 00:00:00.000000,,10
5008,2608334,4650,2015-10-11 00:00:00.000000,2025-01-07 19:46:15.045953,557,550,5008,,,,,205.0,2005-05-30,,,,9
5009,377363,1381,2004-05-20 00:00:00.000000,2019-06-28 00:00:00.000000,557,550,5009,5010.0,5010.0,,,208.0,1992-04-10,,,,2
5010,2755823,1381,2019-06-29 00:00:00.000000,2019-10-27 19:46:15.045953,557,550,5010,,,,,130.0,2018-07-17,224.0,2020-11-06 19:46:15.045953,,7
5011,2639299,1382,1998-06-04 19:46:15.045953,2016-08-26 00:00:00.000000,557,550,5011,5012.0,5012.0,,,57.0,1991-08-28,,,,23
5012,3733853,1382,2016-08-27 00:00:00.000000,,554,549,5012,,,,,244.0,1993-10-18,,,,1
5013,2639299,4592,1998-06-04 19:46:15.045953,2016-08-26 00:00:00.000000,557,550,5013,5014.0,5014.0,,,114.0,1996-05-27,346.0,2017-10-11 00:00:00.000000,,7
5014,3733853,4592,2016-08-27 00:00:00.000000,,554,549,5014,,,,,71.0,2015-02-09,,,,13
5015,2918812,1973,2011-01-13 19:46:15.045953,,554,549,5015,,,,,175.0,1995-11-06,,,,23
5016,3269567,2078,2011-01-13 19:46:15.045953,,554,549,5016,,,,,117.0,1991-09-28,72.0,2008-02-24 00:00:00.000000,,38
5017,3269567,1383,2011-01-13 19:46:15.045953,,554,549,5017,,,,,166.0,2001-12-04,233.0,2007-06-07 00:00:00.000000,,34
5018,3269567,2045,2011-01-13 19:46:15.045953,,554,549,5018,,,,,233.0,2008-04-14,189.0,2013-09-08 00:00:00.000000,,34
5019,2918812,3655,2011-01-13 19:46:15.045953,,554,549,5019,,,,,280.0,2009-01-10,,,,31
5020,3269567,3711,2011-01-13 19:46:15.045953,,554,549,5020,,,,,189.0,2001-03-15,,,,1
5021,2918812,4952,2011-01-13 19:46:15.045953,,554,549,5021,,,,,109.0,1998-05-21,,,,6
5022,2918812,5000,2011-01-13 19:46:15.045953,,554,549,5022,,,,,203.0,1995-12-28,,,,17
5023,3042799,1387,1990-01-01 00:00:00.000000,2007-07-07 00:00:00.000000,557,550,5023,5024.0,5024.0,,,34.0,1990-01-01,106.0,2017-09-07 00:00:00.000000,,2
5024,2828863,1387,2007-07-08 00:00:00.000000,,554,549,5024,,,,,333.0,1999-01-02,,,,33
5025,2761784,1388,2002-01-14 00:00:00.000000,2006-07-05 00:00:00.000000,557,550,5025,5026.0,5026.0,,,296.0,1995-05-20,,,,28
5026,2122560,1388,2006-07-06 00:00:00.000000,2023-11-28 19:46:15.045953,557,550,5026,,,,,210.0,1996-01-28,,,,6
5027,150005,1389,1990-01-01 00:00:00.000000,2016-09-03 00:00:00.000000,557,550,5027,5028.0,5028.0,,,34.0,1990-01-01,8.0,2017-02-11 00:00:00.000000,,2
5028,2480395,1389,2016-09-04 00:00:00.000000,2018-10-26 00:00:00.000000,557,550,5028,,,,,274.0,1997-12-11,345.0,2020-04-26 00:00:00.000000,,16
5029,150005,4156,1990-01-01 00:00:00.000000,2016-09-03 00:00:00.000000,557,550,5029,5030.0,5030.0,,,34.0,1990-01-01,4.0,2018-07-15 00:00:00.000000,,2
5030,2480395,4156,2016-09-04 00:00:00.000000,2018-10-26 00:00:00.000000,557,550,5030,,,,,218.0,2003-09-29,,,,13
5031,3547686,1390,1990-01-01 00:00:00.000000,,554,549,5031,,,,,34.0,1990-01-01,,,,2
5032,3482208,3098,1996-05-26 00:00:00.000000,2013-01-18 00:00:00.000000,557,550,5032,5033.0,5033.0,,,336.0,1993-02-05,177.0,2019-08-25 00:00:00.000000,,9
5033,3453577,3098,2013-01-19 00:00:00.000000,,554,549,5033,,,,,263.0,1995-04-29,265.0,2012-08-01 00:00:00.000000,,17
5034,3482208,1391,1996-05-26 00:00:00.000000,2013-01-18 00:00:00.000000,557,550,5034,5035.0,5035.0,,,315.0,1994-06-15,76.0,2014-04-25 00:00:00.000000,,22
5035,3453577,1391,2013-01-19 00:00:00.000000,,554,549,5035,,,,,331.0,2000-09-29,65.0,2020-04-04 00:00:00.000000,,32
5036,3349802,1394,1990-01-01 00:00:00.000000,,554,549,5036,,,,,34.0,1990-01-01,204.0,2019-12-14 00:00:00.000000,,2
5037,3349802,1619,1990-01-01 00:00:00.000000,,554,549,5037,,,,,34.0,1990-01-01,,,,2
5038,3169464,1565,2014-06-05 00:00:00.000000,2016-08-13 00:00:00.000000,557,550,5038,5039.0,5039.0,,,103.0,2010-04-24,330.0,2020-12-07 00:00:00.000000,,41
5039,2370898,1565,2016-08-14 00:00:00.000000,,554,549,5039,,,,,70.0,2010-07-17,72.0,2020-09-18 00:00:00.000000,,28
5040,3169464,1395,2014-06-05 00:00:00.000000,2016-08-13 00:00:00.000000,557,550,5040,5041.0,5041.0,,,55.0,2008-08-20,276.0,2018-05-23 00:00:00.000000,,35
5041,2370898,1395,2016-08-14 00:00:00.000000,,554,549,5041,,,,,6.0,2003-11-10,297.0,2005-02-09 00:00:00.000000,,4
5042,3184626,1397,1990-01-01 00:00:00.000000,1990-10-24 00:00:00.000000,557,550,5042,5043.0,5043.0,,,34.0,1990-01-01,12.0,2003-05-30 00:00:00.000000,2015-06-09 00:00:00.000000,2
5043,2249437,1397,1990-10-25 00:00:00.000000,1991-12-22 19:46:15.045953,557,550,5043,,,,,220.0,1990-06-12,283.0,2004-07-03 19:46:15.045953,,24
5044,2809685,2703,1990-01-01 00:00:00.000000,2013-10-24 00:00:00.000000,557,550,5044,,,,,34.0,1990-01-01,,,,2
5045,3184626,1417,1990-01-01 00:00:00.000000,1990-10-24 00:00:00.000000,557,550,5045,5046.0,5046.0,,,34.0,1990-01-01,219.0,2013-06-26 00:00:00.000000,,2
5046,2249437,1417,1990-10-25 00:00:00.000000,1991-12-22 19:46:15.045953,557,550,5046,,,,,142.0,1990-08-24,,,,41
5047,3184626,2172,1990-01-01 00:00:00.000000,1990-10-24 00:00:00.000000,557,550,5047,5048.0,5048.0,,,34.0,1990-01-01,,,,2
5048,2249437,2172,1990-10-25 00:00:00.000000,1991-12-22 19:46:15.045953,557,550,5048,,,,,88.0,1990-01-25,317.0,1999-04-24 19:46:15.045953,,42
5049,3184626,4121,1990-01-01 00:00:00.000000,1990-10-24 00:00:00.000000,557,550,5049,5050.0,5050.0,,,34.0,1990-01-01,,,,2
5050,2249437,4121,1990-10-25 00:00:00.000000,1991-12-22 19:46:15.045953,557,550,5050,,,,,94.0,1990-07-30,,,,16
5051,2805476,1399,1990-01-01 00:00:00.000000,,554,549,5051,,,,,34.0,1990-01-01,61.0,2009-12-13 00:00:00.000000,,2
5052,2769743,1401,1990-01-01 00:00:00.000000,2000-02-18 19:46:15.045953,557,550,5052,,,,,34.0,1990-01-01,108.0,2007-05-25 19:46:15.045953,,2
5053,3779838,1404,1998-06-14 00:00:00.000000,,554,549,5053,,,,,44.0,1995-04-02,74.0,2007-10-01 00:00:00.000000,,46
5054,2306921,1406,2019-02-10 19:46:15.045953,2022-07-29 19:46:15.045953,557,550,5054,,,,,31.0,2018-03-25,,,,3
5055,2306921,3323,2019-02-10 19:46:15.045953,2022-07-29 19:46:15.045953,557,550,5055,,,,,297.0,1996-11-03,,,,20
5056,3063820,2432,1990-01-01 00:00:00.000000,1992-10-27 00:00:00.000000,557,550,5056,5057.0,5057.0,,,34.0,1990-01-01,19.0,2018-07-21 00:00:00.000000,,2
5057,3167156,2432,1992-10-28 00:00:00.000000,2009-04-22 00:00:00.000000,557,550,5057,5058.0,5058.0,,,296.0,1990-09-10,37.0,2018-03-26 00:00:00.000000,,28
5058,2984313,2432,2009-04-23 00:00:00.000000,,554,549,5058,,,,,256.0,2001-11-13,,,,9
5059,2942562,2752,1990-01-01 00:00:00.000000,2013-04-15 00:00:00.000000,557,550,5059,5060.0,5060.0,,,34.0,1990-01-01,328.0,2015-02-17 00:00:00.000000,,2
5060,3025710,2752,2013-04-16 00:00:00.000000,2013-09-11 00:00:00.000000,557,550,5060,5061.0,5061.0,,,265.0,1991-07-29,130.0,2020-09-03 00:00:00.000000,,7
5061,2984313,2752,2013-09-12 00:00:00.000000,,554,549,5061,,,,,112.0,2005-07-07,,,,30
5062,3063820,1407,1990-01-01 00:00:00.000000,1992-10-27 00:00:00.000000,557,550,5062,5063.0,5063.0,,,34.0,1990-01-01,64.0,2001-03-06 00:00:00.000000,,2
5063,3167156,1407,1992-10-28 00:00:00.000000,2009-04-22 00:00:00.000000,557,550,5063,5064.0,5064.0,,,20.0,1991-10-17,,,,10
5064,2984313,1407,2009-04-23 00:00:00.000000,,554,549,5064,,,,,82.0,1994-05-16,94.0,1995-07-23 00:00:00.000000,,25
5065,2942562,3234,1990-01-01 00:00:00.000000,2013-04-15 00:00:00.000000,557,550,5065,5066.0,5066.0,,,34.0,1990-01-01,,,,2
5066,3025710,3234,2013-04-16 00:00:00.000000,2013-09-11 00:00:00.000000,557,550,5066,5067.0,5067.0,,,177.0,1997-11-23,15.0,2020-12-04 00:00:00.000000,,25
5067,2984313,3234,2013-09-12 00:00:00.000000,2024-11-17 19:46:15.045953,557,550,5067,,,,,236.0,1998-05-14,,,,23
5068,3063820,3606,1990-01-01 00:00:00.000000,1992-10-27 00:00:00.000000,557,550,5068,5069.0,5069.0,,,34.0,1990-01-01,209.0,2003-11-11 00:00:00.000000,,2
5069,3167156,3606,1992-10-28 00:00:00.000000,2009-04-22 00:00:00.000000,557,550,5069,5070.0,5070.0,,,28.0,1991-12-06,291.0,2017-03-16 00:00:00.000000,,13
5070,2984313,3606,2009-04-23 00:00:00.000000,,554,549,5070,,,,,194.0,2008-07-21,,,,45
5071,3200830,1408,1990-01-01 00:00:00.000000,2009-11-04 19:46:15.045953,557,550,5071,,,,,34.0,1990-01-01,,,,2
5072,450822,1411,1990-01-01 00:00:00.000000,2000-03-05 00:00:00.000000,557,550,5072,5073.0,5073.0,,,34.0,1990-01-01,,,,2
5073,3206697,1411,2000-03-06 00:00:00.000000,,554,549,5073,,,,,28.0,1991-12-15,80.0,2008-04-06 00:00:00.000000,,13
5074,3549135,1415,1990-01-01 00:00:00.000000,1999-12-18 00:00:00.000000,557,550,5074,5075.0,5075.0,,,34.0,1990-01-01,11.0,2009-07-14 00:00:00.000000,,2
5075,3066642,1415,1999-12-19 00:00:00.000000,,554,549,5075,,,,,176.0,1990-12-23,,,,20
5076,2572229,1418,1990-01-01 00:00:00.000000,,554,549,5076,,,,,34.0,1990-01-01,,,,2
5077,2572229,2981,1990-01-01 00:00:00.000000,,554,549,5077,,,,,34.0,1990-01-01,,,,2
5078,2942562,1419,1990-01-01 00:00:00.000000,2010-08-06 00:00:00.000000,557,550,5078,5079.0,5079.0,,,34.0,1990-01-01,,,,2
5079,2918678,1419,2010-08-07 00:00:00.000000,2016-05-01 00:00:00.000000,557,550,5079,5080.0,5080.0,,,14.0,2008-08-11,338.0,2016-11-19 00:00:00.000000,,33
5080,2837008,1419,2016-05-02 00:00:00.000000,,554,549,5080,,,,,81.0,1990-08-20,,,,19
5081,2915964,1515,1990-01-01 00:00:00.000000,2017-03-27 00:00:00.000000,557,550,5081,5082.0,5082.0,,,34.0,1990-01-01,344.0,2020-11-06 00:00:00.000000,,2
5082,2261251,1515,2017-03-28 00:00:00.000000,,554,549,5082,,,,,255.0,2014-11-01,338.0,2016-11-19 00:00:00.000000,,36
5083,2942562,3248,1990-01-01 00:00:00.000000,2010-08-06 00:00:00.000000,557,550,5083,5084.0,5084.0,,,34.0,1990-01-01,,,,2
5084,2918678,3248,2010-08-07 00:00:00.000000,2016-05-01 00:00:00.000000,557,550,5084,5085.0,5085.0,,,97.0,2001-01-21,,,,42
5085,2837008,3248,2016-05-02 00:00:00.000000,,554,549,5085,,,,,172.0,2009-07-02,,,,1
5086,2153043,1504,1990-01-01 00:00:00.000000,2013-12-17 00:00:00.000000,557,550,5086,5087.0,5087.0,,,34.0,1990-01-01,,,,2
5087,3218279,1504,2013-12-18 00:00:00.000000,,554,549,5087,,,,,310.0,1996-05-09,,,,45
5088,2153043,1421,1990-01-01 00:00:00.000000,2013-12-17 00:00:00.000000,557,550,5088,5089.0,5089.0,,,34.0,1990-01-01,168.0,2016-11-26 00:00:00.000000,,2
5089,3218279,1421,2013-12-18 00:00:00.000000,,554,549,5089,,,,,154.0,1995-11-17,311.0,2005-08-06 00:00:00.000000,,41
5090,3140656,2972,1990-01-01 00:00:00.000000,2012-10-20 00:00:00.000000,557,550,5090,5091.0,5091.0,,,34.0,1990-01-01,,,,2
5091,3634038,2972,2012-10-21 00:00:00.000000,2019-12-03 00:00:00.000000,557,550,5091,5092.0,5092.0,,,158.0,2008-03-02,,,2020-03-05 00:00:00.000000,48
5092,3058872,2972,2019-12-04 00:00:00.000000,,554,549,5092,,,,,81.0,2017-09-20,,,,19
5093,3140656,1422,1990-01-01 00:00:00.000000,2012-10-20 00:00:00.000000,557,550,5093,5094.0,5094.0,,,34.0,1990-01-01,259.0,2019-01-31 00:00:00.000000,,2
5094,3634038,1422,2012-10-21 00:00:00.000000,2019-12-03 00:00:00.000000,557,550,5094,5095.0,5095.0,,,219.0,1996-12-02,,,,21
5095,3058872,1422,2019-12-04 00:00:00.000000,,554,549,5095,,,,,327.0,2018-04-27,,,,15
5096,3566780,1423,1990-01-01 00:00:00.000000,1999-06-21 00:00:00.000000,557,550,5096,5097.0,5097.0,,,34.0,1990-01-01,,,,2
5097,3106320,1423,1999-06-22 00:00:00.000000,,554,549,5097,,,,,117.0,1992-09-19,,,,38
5098,2225552,2291,2011-06-25 00:00:00.000000,2012-03-24 00:00:00.000000,557,550,5098,5099.0,5099.0,,,72.0,2005-01-02,,,,13
5099,3350356,2291,2012-03-25 00:00:00.000000,2017-08-01 19:46:15.045953,557,550,5099,,,,,122.0,2011-04-21,267.0,2020-09-24 19:46:15.045953,,26
5100,2225552,1426,2011-06-25 00:00:00.000000,2012-03-24 00:00:00.000000,557,550,5100,5101.0,5101.0,,,30.0,1996-02-03,,,,19
5101,3350356,1426,2012-03-25 00:00:00.000000,2017-08-01 19:46:15.045953,557,550,5101,,,,,291.0,1996-03-09,245.0,2020-04-21 19:46:15.045953,,26
5102,2538020,4476,1990-01-01 00:00:00.000000,1996-08-29 00:00:00.000000,557,550,5102,5103.0,5103.0,,,34.0,1990-01-01,38.0,2017-11-25 00:00:00.000000,,2
5103,3046681,4476,1996-08-30 00:00:00.000000,,554,549,5103,,,,,33.0,1994-02-05,,,,44
5104,2538020,1428,1990-01-01 00:00:00.000000,1996-08-29 00:00:00.000000,557,550,5104,5105.0,5105.0,,,34.0,1990-01-01,25.0,2014-08-29 00:00:00.000000,,2
5105,3046681,1428,1996-08-30 00:00:00.000000,,554,549,5105,,,,,25.0,1990-08-23,,,,7
5106,2265738,1430,2002-06-03 00:00:00.000000,,554,549,5106,,,,,240.0,1998-02-09,,,,6
5107,2265738,1460,2002-06-03 00:00:00.000000,,554,549,5107,,,,,301.0,1991-08-19,,,,47
5108,2149819,3499,1990-01-01 00:00:00.000000,2019-08-05 00:00:00.000000,557,550,5108,5109.0,5109.0,,,34.0,1990-01-01,,,2019-11-06 00:00:00.000000,2
5109,3350356,3499,2019-08-06 00:00:00.000000,2020-08-17 00:00:00.000000,557,550,5109,5110.0,5110.0,,,258.0,2006-11-12,169.0,2020-11-07 00:00:00.000000,,30
5110,2934711,3499,2020-08-18 00:00:00.000000,2023-12-03 19:46:15.045953,557,550,5110,,,,,94.0,2010-03-23,,,,16
5111,2149819,1431,1990-01-01 00:00:00.000000,2019-08-05 00:00:00.000000,557,550,5111,5112.0,5112.0,,,34.0,1990-01-01,264.0,2019-10-23 00:00:00.000000,,2
5112,3350356,1431,2019-08-06 00:00:00.000000,2020-08-17 00:00:00.000000,557,550,5112,5113.0,5113.0,,,64.0,2015-05-27,,,,28
5113,2934711,1431,2020-08-18 00:00:00.000000,2023-12-03 19:46:15.045953,557,550,5113,,,,,135.0,2004-10-19,,,,25
5114,2615839,1433,1990-01-01 00:00:00.000000,1998-04-17 00:00:00.000000,557,550,5114,5115.0,5115.0,,,34.0,1990-01-01,43.0,2004-06-10 00:00:00.000000,,2
5115,3715747,1433,1998-04-18 00:00:00.000000,,554,549,5115,,,,,127.0,1990-03-16,210.0,2009-09-12 00:00:00.000000,,18
5116,3158724,2770,1990-01-01 00:00:00.000000,,554,549,5116,,,,,34.0,1990-01-01,,,,2
5117,3158724,1437,1990-01-01 00:00:00.000000,2023-11-22 19:46:15.045953,557,550,5117,,,,,34.0,1990-01-01,,,,2
5118,3158724,3014,1990-01-01 00:00:00.000000,,554,549,5118,,,,,34.0,1990-01-01,93.0,2019-09-06 00:00:00.000000,,2
5119,2919867,1439,1990-01-29 19:46:15.045953,,554,549,5119,,,,,271.0,1990-01-05,,,,25
5120,3264357,1440,2020-12-22 19:46:15.045953,,554,549,5120,,,,,289.0,2015-05-29,,,,38
5121,2116946,3539,2000-12-06 00:00:00.000000,2014-11-04 00:00:00.000000,557,550,5121,5122.0,5122.0,,,286.0,1996-10-01,251.0,2019-10-02 00:00:00.000000,,22
5122,3264357,3539,2014-11-05 00:00:00.000000,,554,549,5122,,,,,22.0,2007-06-20,,,,29
5123,2116946,2658,2000-12-06 00:00:00.000000,2014-11-04 00:00:00.000000,557,550,5123,5124.0,5124.0,,,205.0,1995-04-28,201.0,2020-05-05 00:00:00.000000,,9
5124,3264357,2658,2014-11-05 00:00:00.000000,,554,549,5124,,,,,51.0,2011-09-15,270.0,2020-08-26 00:00:00.000000,,46
5125,3264357,3777,2020-12-22 19:46:15.045953,,554,549,5125,,,,,114.0,1991-04-09,,,,7
5126,2116946,4212,2000-12-06 00:00:00.000000,2014-11-04 00:00:00.000000,557,550,5126,5127.0,5127.0,,,248.0,1993-10-21,,,,48
5127,3264357,4212,2014-11-05 00:00:00.000000,,554,549,5127,,,,,57.0,2013-12-27,,,,23
5128,3264357,4811,2020-12-22 19:46:15.045953,,554,549,5128,,,,,71.0,2019-02-07,,,,13
5129,2909935,1443,1990-01-01 00:00:00.000000,2000-08-22 00:00:00.000000,557,550,5129,5130.0,5130.0,,,34.0,1990-01-01,60.0,2012-02-19 00:00:00.000000,,2
5130,2676782,1443,2000-08-23 00:00:00.000000,,554,549,5130,,,,,292.0,1997-07-15,,,,45
5131,2675970,2634,1990-01-01 00:00:00.000000,2020-09-22 00:00:00.000000,557,550,5131,5132.0,5132.0,,,34.0,1990-01-01,68.0,2020-10-21 00:00:00.000000,,2
5132,3756631,2634,2020-09-23 00:00:00.000000,2020-12-21 00:00:00.000000,557,550,5132,5133.0,5133.0,,,253.0,1995-08-05,73.0,2020-12-30 00:00:00.000000,,3
5133,2676782,2634,2020-12-22 00:00:00.000000,,554,549,5133,,,,,88.0,1993-02-08,,,,42
5134,2909935,3293,1990-01-01 00:00:00.000000,2000-08-22 00:00:00.000000,557,550,5134,5135.0,5135.0,,,34.0,1990-01-01,57.0,2004-11-17 00:00:00.000000,2008-06-20 00:00:00.000000,2
5135,2676782,3293,2000-08-23 00:00:00.000000,,554,549,5135,,,,,33.0,1993-01-20,,,,44
5136,2909935,3690,1990-01-01 00:00:00.000000,2000-08-22 00:00:00.000000,557,550,5136,5137.0,5137.0,,,34.0,1990-01-01,74.0,2007-01-05 00:00:00.000000,,2
5137,2676782,3690,2000-08-23 00:00:00.000000,,554,549,5137,,,,,296.0,1995-05-20,179.0,1997-08-15 00:00:00.000000,,28
5138,2909935,3945,1990-01-01 00:00:00.000000,2000-08-22 00:00:00.000000,557,550,5138,5139.0,5139.0,,,34.0,1990-01-01,,,2010-01-29 00:00:00.000000,2
5139,2676782,3945,2000-08-23 00:00:00.000000,,554,549,5139,,,,,183.0,1995-03-17,,,,11
5140,2675970,4605,1990-01-01 00:00:00.000000,2020-09-22 00:00:00.000000,557,550,5140,5141.0,5141.0,,,34.0,1990-01-01,,,,2
5141,3756631,4605,2020-09-23 00:00:00.000000,2020-12-21 00:00:00.000000,557,550,5141,5142.0,5142.0,,,320.0,2009-07-11,166.0,2020-12-28 00:00:00.000000,,25
5142,2676782,4605,2020-12-22 00:00:00.000000,,554,549,5142,,,,,26.0,2016-08-09,,,,23
5143,2614381,1444,1990-01-01 00:00:00.000000,1993-12-29 00:00:00.000000,557,550,5143,5144.0,5144.0,,,34.0,1990-01-01,100.0,1995-07-05 00:00:00.000000,,2
5144,2165952,1444,1993-12-30 00:00:00.000000,,554,549,5144,,,,,172.0,1991-06-11,,,,1
5145,2614381,1477,1990-01-01 00:00:00.000000,1993-12-29 00:00:00.000000,557,550,5145,5146.0,5146.0,,,34.0,1990-01-01,29.0,2001-01-19 00:00:00.000000,2012-03-27 00:00:00.000000,2
5146,2165952,1477,1993-12-30 00:00:00.000000,,554,549,5146,,,,,54.0,1993-12-02,264.0,2002-11-08 00:00:00.000000,,35
5147,3246682,1445,1990-01-01 00:00:00.000000,,554,549,5147,,,,,34.0,1990-01-01,,,,2
5148,3222714,1446,1990-01-01 00:00:00.000000,2002-03-21 00:00:00.000000,557,550,5148,5149.0,5149.0,,,34.0,1990-01-01,276.0,2012-08-19 00:00:00.000000,,2
5149,2601169,1446,2002-03-22 00:00:00.000000,,554,549,5149,,,,,283.0,1999-11-25,264.0,2019-09-12 00:00:00.000000,,22
5150,2982179,1452,2015-05-15 00:00:00.000000,2016-11-27 00:00:00.000000,557,550,5150,5151.0,5151.0,,,19.0,1990-05-11,101.0,2017-10-23 00:00:00.000000,,22
5151,2981991,1452,2016-11-28 00:00:00.000000,2025-03-21 19:46:15.045953,557,550,5151,,,,,215.0,2013-09-24,,,,22
5152,2122054,4837,2007-01-21 00:00:00.000000,2014-04-04 00:00:00.000000,557,550,5152,5153.0,5153.0,,,172.0,1997-05-30,,,,1
5153,2981991,4837,2014-04-05 00:00:00.000000,2025-03-21 19:46:15.045953,557,550,5153,,,,,330.0,2003-02-08,,,,41
5154,2982179,1524,2015-05-15 00:00:00.000000,2016-11-27 00:00:00.000000,557,550,5154,5155.0,5155.0,,,340.0,2008-07-20,34.0,2018-03-22 00:00:00.000000,,37
5155,2981991,1524,2016-11-28 00:00:00.000000,2025-03-21 19:46:15.045953,557,550,5155,,,,,238.0,1993-07-07,,,,22
5156,2122054,2285,2007-01-21 00:00:00.000000,2014-04-04 00:00:00.000000,557,550,5156,5157.0,5157.0,,,216.0,2003-10-10,,,,32
5157,2981991,2285,2014-04-05 00:00:00.000000,2025-03-21 19:46:15.045953,557,550,5157,,,,,188.0,2005-01-17,,,,44
5158,2122054,3426,2007-01-21 00:00:00.000000,2014-04-04 00:00:00.000000,557,550,5158,5159.0,5159.0,,,309.0,1997-10-27,114.0,2019-02-17 00:00:00.000000,,25
5159,2981991,3426,2014-04-05 00:00:00.000000,2025-03-21 19:46:15.045953,557,550,5159,,,,,72.0,2001-02-15,,,,13
5160,3693924,4524,1996-10-02 19:46:15.045953,2001-07-19 00:00:00.000000,557,550,5160,5161.0,5161.0,,,189.0,1992-09-20,,,,1
5161,3024105,4524,2001-07-20 00:00:00.000000,2024-12-19 19:46:15.045953,557,550,5161,,,,,274.0,1995-10-19,,,,16
5162,3693924,1453,1996-10-02 19:46:15.045953,2001-07-19 00:00:00.000000,557,550,5162,5163.0,5163.0,,,203.0,1991-05-12,,,,17
5163,3024105,1453,2001-07-20 00:00:00.000000,2024-12-19 19:46:15.045953,557,550,5163,,,,,156.0,1995-06-27,,,,37
5164,2188109,3303,2000-11-22 19:46:15.045953,2002-10-15 00:00:00.000000,557,550,5164,5165.0,5165.0,,,283.0,1999-11-24,,,,22
5165,3134433,3303,2002-10-16 00:00:00.000000,2025-04-27 19:46:15.045953,557,550,5165,,,,,34.0,1996-01-18,,,2021-11-18 00:00:00.000000,2
5166,3640578,3516,2000-11-22 19:46:15.045953,2002-02-04 00:00:00.000000,557,550,5166,5167.0,5167.0,,,65.0,1991-03-01,,,,41
5167,3765041,3516,2002-02-05 00:00:00.000000,2008-01-06 00:00:00.000000,557,550,5167,5168.0,5168.0,,,37.0,1999-12-29,,,,1
5168,3134433,3516,2008-01-07 00:00:00.000000,2025-04-27 19:46:15.045953,557,550,5168,,,,,142.0,1992-08-01,,,,41
5169,2188109,1454,2000-11-22 19:46:15.045953,2002-10-15 00:00:00.000000,557,550,5169,5170.0,5170.0,,,63.0,1996-08-27,64.0,2016-05-13 00:00:00.000000,,20
5170,3134433,1454,2002-10-16 00:00:00.000000,2025-04-27 19:46:15.045953,557,550,5170,,,,,50.0,2000-09-12,,,,47
5171,2188109,3255,2000-11-22 19:46:15.045953,2002-10-15 00:00:00.000000,557,550,5171,5172.0,5172.0,,,311.0,1992-06-14,,,,10
5172,3134433,3255,2002-10-16 00:00:00.000000,2025-04-27 19:46:15.045953,557,550,5172,,,,,182.0,2001-12-16,,,,20
5173,2188109,4126,2000-11-22 19:46:15.045953,2002-10-15 00:00:00.000000,557,550,5173,5174.0,5174.0,,,147.0,1998-07-17,293.0,2008-08-08 00:00:00.000000,2010-02-12 00:00:00.000000,17
5174,3134433,4126,2002-10-16 00:00:00.000000,2025-04-27 19:46:15.045953,557,550,5174,,,,,202.0,1997-10-19,,,,26
5175,2188109,4214,2000-11-22 19:46:15.045953,2002-10-15 00:00:00.000000,557,550,5175,5176.0,5176.0,,,50.0,1997-01-25,252.0,2010-05-04 00:00:00.000000,,47
5176,3134433,4214,2002-10-16 00:00:00.000000,2025-04-27 19:46:15.045953,557,550,5176,,,,,286.0,2000-08-07,,,,22
5177,2991713,1456,1990-01-01 00:00:00.000000,,554,549,5177,,,,,34.0,1990-01-01,121.0,1990-06-16 00:00:00.000000,,2
5178,2991713,3116,1990-01-01 00:00:00.000000,,554,549,5178,,,,,34.0,1990-01-01,126.0,2002-06-24 00:00:00.000000,,2
5179,3141571,1457,1990-01-01 00:00:00.000000,2009-06-01 00:00:00.000000,557,550,5179,5180.0,5180.0,,,34.0,1990-01-01,,,,2
5180,2908602,1457,2009-06-02 00:00:00.000000,2017-12-22 00:00:00.000000,557,550,5180,5181.0,5181.0,,,209.0,2002-09-16,297.0,2018-02-07 00:00:00.000000,2018-02-16 00:00:00.000000,7
5181,3625324,1457,2017-12-23 00:00:00.000000,,554,549,5181,,,,,277.0,2005-12-16,88.0,2008-07-13 00:00:00.000000,,20
5182,356658,1459,1990-01-01 00:00:00.000000,,554,549,5182,,,,,34.0,1990-01-01,,,,2
5183,2183758,1462,1990-01-01 00:00:00.000000,2004-12-14 00:00:00.000000,557,550,5183,5184.0,5184.0,,,34.0,1990-01-01,,,,2
5184,2933472,1462,2004-12-15 00:00:00.000000,,554,549,5184,,,,,137.0,2003-05-06,,,,30
5185,3348419,1466,1990-01-01 00:00:00.000000,2016-02-15 00:00:00.000000,557,550,5185,5186.0,5186.0,,,34.0,1990-01-01,266.0,2019-05-04 00:00:00.000000,,2
5186,2817127,1466,2016-02-16 00:00:00.000000,,554,549,5186,,,,,99.0,1999-10-19,,,,8
5187,1075165,3733,2006-03-05 00:00:00.000000,,554,549,5187,,,,,107.0,1993-07-14,,,,1
5188,1075165,4661,1998-06-28 00:00:00.000000,,554,549,5188,,,,,127.0,1998-04-23,113.0,2009-06-18 00:00:00.000000,,18
