KodID,IsID,KdIDRiik,KodKehtibAlates,KodKehtibKuni,DokIDAlguseAlus,DokIDLopuAlus,KdIDStaatus,IAsIDLooja,IAsIDMuutja,LoodiKpv,MuudetiKpv,KustutatiKpv,AsID
2475,2475,100,1969-12-20 00:00:00.000000,,11076,,549,306.0,,1955-01-12,,,18
2476,2476,100,1982-03-29 00:00:00.000000,1987-08-15 00:00:00.000000,11077,11078.0,550,134.0,278.0,1953-01-12,1987-08-15 00:00:00.000000,,8
2477,2477,100,2006-03-16 00:00:00.000000,,11079,,549,112.0,,2005-08-17,,,30
2478,2478,100,1992-02-17 00:00:00.000000,,11080,,549,216.0,,1991-03-29,,,32
2479,2479,100,2009-05-03 00:00:00.000000,,11081,,549,104.0,104.0,1991-01-24,2012-01-18 00:00:00.000000,,42
2480,2480,100,1984-12-28 00:00:00.000000,,11082,,549,242.0,,1969-08-18,,,4
2481,2481,100,1972-01-22 00:00:00.000000,2021-07-09 00:00:00.000000,11083,11084.0,550,252.0,22.0,1958-10-13,2021-07-09 00:00:00.000000,,12
2482,2482,100,1966-05-12 00:00:00.000000,,11085,,549,104.0,154.0,1952-12-02,2020-12-02 00:00:00.000000,,42
2483,2483,178,2005-03-04 19:46:15.045953,2010-11-27 19:46:15.045953,11086,11087.0,550,98.0,310.0,1979-07-09,2010-11-27 19:46:15.045953,,22
2484,2484,100,2021-06-08 00:00:00.000000,,11088,,549,337.0,95.0,1995-08-31,2004-07-17 00:00:00.000000,,3
2485,2485,100,1952-02-14 00:00:00.000000,1954-03-15 00:00:00.000000,11089,11090.0,550,117.0,127.0,1951-02-17,1954-03-15 00:00:00.000000,,38
2486,2486,39,2023-01-15 19:46:15.045953,,11091,,549,117.0,,1977-10-05,,,38
2487,2487,100,1999-12-24 00:00:00.000000,,11092,,549,11.0,,1976-10-20,,,10
2488,2488,100,1961-01-25 00:00:00.000000,,11093,,549,71.0,217.0,1956-08-03,1961-02-08 00:00:00.000000,,13
2489,2489,100,1965-07-15 00:00:00.000000,,11094,,549,201.0,84.0,1963-03-28,1964-02-21 00:00:00.000000,,4
2490,2490,264,2021-02-21 19:46:15.045953,,11095,,549,57.0,,1996-06-12,,,23
2491,2491,100,1969-08-07 00:00:00.000000,1995-07-30 00:00:00.000000,11096,11097.0,550,71.0,19.0,1963-02-14,1995-07-30 00:00:00.000000,,13
2492,2492,100,2001-12-18 00:00:00.000000,2005-05-07 00:00:00.000000,11098,11099.0,550,41.0,331.0,1999-04-26,2005-05-07 00:00:00.000000,,46
2493,2493,100,2006-10-15 00:00:00.000000,,11100,,549,264.0,237.0,1989-04-18,1998-01-16 00:00:00.000000,,49
2494,2494,100,1951-11-24 00:00:00.000000,,11101,,549,88.0,43.0,1951-10-03,1992-07-14 00:00:00.000000,,42
2495,2495,100,2017-07-23 00:00:00.000000,,11102,,549,187.0,125.0,1975-01-30,2000-05-27 00:00:00.000000,,5
2496,2496,100,1975-05-19 00:00:00.000000,,11103,,549,247.0,307.0,1960-09-21,1969-05-29 00:00:00.000000,,16
2497,2497,100,2024-02-01 00:00:00.000000,2024-11-12 00:00:00.000000,11104,11105.0,550,167.0,48.0,2002-12-26,2024-11-12 00:00:00.000000,,20
2498,2498,100,1950-07-15 00:00:00.000000,,11106,,549,328.0,159.0,1950-02-06,2008-05-26 00:00:00.000000,,10
2499,2499,100,1973-08-28 00:00:00.000000,,11107,,549,203.0,152.0,1955-01-01,2015-06-26 00:00:00.000000,,17
2500,2500,199,2017-03-28 19:46:15.045953,,11108,,549,296.0,,2003-02-07,,,28
2501,2501,100,1986-08-24 00:00:00.000000,2023-11-30 00:00:00.000000,11109,11110.0,550,126.0,202.0,1986-04-15,2023-11-30 00:00:00.000000,,34
2502,2502,100,2016-06-23 00:00:00.000000,,11111,,549,301.0,,1997-03-18,,,47
2503,2503,100,1960-04-15 00:00:00.000000,,11112,,549,185.0,342.0,1959-12-29,1971-11-24 00:00:00.000000,,22
2504,2504,116,2017-01-31 19:46:15.045953,2022-07-31 19:46:15.045953,11113,11114.0,550,291.0,119.0,1995-05-23,2022-07-31 19:46:15.045953,2022-07-31 19:46:15.045953,26
2505,2505,213,2000-02-20 19:46:15.045953,,11115,,549,47.0,68.0,1993-04-24,1995-01-01 00:00:00.000000,,31
2506,2506,100,1971-10-17 00:00:00.000000,,11116,,549,218.0,152.0,1960-09-03,1997-11-06 00:00:00.000000,,13
2507,2507,67,2025-04-05 19:46:15.045953,,11117,,549,280.0,245.0,1980-01-08,2009-04-17 00:00:00.000000,,31
2508,2508,100,1961-07-16 00:00:00.000000,,11118,,549,158.0,,1958-01-29,,,48
2509,2509,100,1968-11-14 00:00:00.000000,,11119,,549,307.0,,1961-10-22,,,24
2510,2510,100,1971-01-07 00:00:00.000000,,11120,,549,16.0,299.0,1957-01-23,1967-09-14 00:00:00.000000,,36
2511,2511,100,1986-11-27 00:00:00.000000,,11121,,549,255.0,167.0,1962-09-09,2001-08-07 00:00:00.000000,,36
2512,2512,100,1986-10-31 00:00:00.000000,,11122,,549,166.0,4.0,1972-06-13,1989-07-02 00:00:00.000000,,34
2513,2513,100,1965-04-22 00:00:00.000000,1974-04-27 00:00:00.000000,11123,11124.0,550,258.0,90.0,1963-11-26,1974-04-27 00:00:00.000000,,30
2514,2514,100,1965-12-12 00:00:00.000000,,11125,,549,47.0,,1963-07-19,,,31
2515,2515,100,1996-10-11 00:00:00.000000,,11126,,549,104.0,,1980-08-02,,,42
2516,2516,100,1999-06-05 00:00:00.000000,,11127,,549,255.0,,1982-12-25,,,36
2517,2517,100,2024-02-29 00:00:00.000000,2024-09-12 00:00:00.000000,11128,11129.0,550,98.0,39.0,1954-10-09,2024-09-12 00:00:00.000000,2024-09-12 00:00:00.000000,22
2518,2518,146,2024-12-15 19:46:15.045953,,11130,,549,66.0,141.0,2018-09-18,2022-07-02 00:00:00.000000,,39
2519,2519,100,2006-11-12 00:00:00.000000,,11131,,549,93.0,,2003-02-12,,,40
2520,2520,100,1995-10-11 00:00:00.000000,2007-12-01 00:00:00.000000,11132,11133.0,550,311.0,326.0,1951-04-29,2007-12-01 00:00:00.000000,,10
2521,2521,100,1998-04-03 00:00:00.000000,,11134,,549,133.0,,1960-03-14,,,36
2522,2522,100,1980-03-13 00:00:00.000000,,11135,,549,319.0,22.0,1969-03-27,2013-08-29 00:00:00.000000,,32
2523,2523,100,2023-04-17 00:00:00.000000,,11136,,549,172.0,86.0,1984-04-27,1988-08-01 00:00:00.000000,,1
2524,2524,100,1985-08-15 00:00:00.000000,,11137,,549,64.0,213.0,1975-03-02,2024-12-07 00:00:00.000000,,28
2525,2525,100,1999-11-18 00:00:00.000000,,11138,,549,25.0,,1974-08-22,,,7
2526,2526,100,2011-08-01 00:00:00.000000,,11139,,549,23.0,,1991-04-05,,,45
2527,2527,100,2005-03-27 00:00:00.000000,,11140,,549,181.0,,1967-10-31,,,28
2528,2528,100,1977-07-23 00:00:00.000000,,11141,,549,167.0,281.0,1972-05-14,1976-06-19 00:00:00.000000,,20
2529,2529,100,1981-03-25 00:00:00.000000,2017-12-04 00:00:00.000000,11142,11143.0,550,253.0,328.0,1953-12-24,2017-12-04 00:00:00.000000,,3
2530,2530,100,2014-04-15 00:00:00.000000,,11144,,549,212.0,,1972-12-03,,,49
2531,2531,238,2025-03-26 19:46:15.045953,2025-04-28 19:46:15.045953,11145,11146.0,550,307.0,189.0,1999-10-09,2025-04-28 19:46:15.045953,,24
2532,2532,165,1994-10-11 19:46:15.045953,1998-04-21 19:46:15.045953,11147,11148.0,550,196.0,294.0,1959-09-02,1998-04-21 19:46:15.045953,,28
2533,2533,100,2025-03-26 00:00:00.000000,2025-03-31 00:00:00.000000,11149,11150.0,550,196.0,169.0,1995-11-11,2025-03-31 00:00:00.000000,,28
2534,2534,100,1976-12-29 00:00:00.000000,2003-07-06 00:00:00.000000,11151,11152.0,550,301.0,240.0,1960-07-01,2003-07-06 00:00:00.000000,,47
2535,2535,100,2000-11-16 00:00:00.000000,,11153,,549,71.0,,1991-09-01,,,13
2536,2536,100,1963-02-28 00:00:00.000000,,11154,,549,280.0,18.0,1957-05-08,2009-05-08 00:00:00.000000,,31
2537,2537,44,2018-01-20 19:46:15.045953,,11155,,549,214.0,,1951-05-30,,,14
2538,2538,100,2002-12-31 00:00:00.000000,,11156,,549,252.0,,1990-07-07,,,12
2539,2539,100,2004-08-22 00:00:00.000000,,11157,,549,148.0,55.0,1970-04-14,1975-10-09 00:00:00.000000,,50
2540,2540,100,1973-03-05 00:00:00.000000,,11158,,549,44.0,54.0,1954-08-31,1962-06-09 00:00:00.000000,,46
2541,2541,116,1994-03-26 19:46:15.045953,1995-05-31 19:46:15.045953,11159,11160.0,550,134.0,271.0,1978-03-30,1995-05-31 19:46:15.045953,,8
2542,2542,100,1984-11-22 00:00:00.000000,1985-01-29 00:00:00.000000,11161,11162.0,550,258.0,150.0,1967-07-03,1985-01-29 00:00:00.000000,,30
2543,2543,100,1959-07-15 00:00:00.000000,,11163,,549,278.0,119.0,1954-05-08,2020-03-04 00:00:00.000000,,34
2544,2544,187,2003-05-10 19:46:15.045953,,11164,,549,41.0,,1987-02-14,,,46
2545,2545,223,2006-07-21 19:46:15.045953,,11165,,549,247.0,,1952-10-11,,,16
2546,2546,100,1961-05-07 00:00:00.000000,,11166,,549,161.0,,1956-12-10,,,13
2547,2547,100,1956-05-10 00:00:00.000000,1991-04-11 00:00:00.000000,11167,11168.0,550,305.0,270.0,1955-09-28,1991-04-11 00:00:00.000000,,26
2548,2548,100,2004-03-21 00:00:00.000000,,11169,,549,194.0,320.0,1962-07-14,1985-07-04 00:00:00.000000,,45
2549,2549,100,1955-01-01 00:00:00.000000,,11170,,549,172.0,187.0,1951-10-31,1979-07-24 00:00:00.000000,,1
2550,2550,100,1994-09-20 00:00:00.000000,,11171,,549,16.0,19.0,1983-11-30,1993-11-21 00:00:00.000000,,36
2551,2551,100,2020-01-10 00:00:00.000000,,11172,,549,21.0,64.0,2001-03-14,2019-04-23 00:00:00.000000,,8
2552,2552,267,2017-04-19 19:46:15.045953,,11173,,549,154.0,,1952-04-18,,,41
2553,2553,100,1986-08-14 00:00:00.000000,,11174,,549,156.0,,1950-05-05,,,37
2554,2554,100,2002-05-31 00:00:00.000000,,11175,,549,301.0,167.0,1976-06-04,1990-07-24 00:00:00.000000,,47
2555,2555,100,1967-05-19 00:00:00.000000,,11176,,549,239.0,310.0,1951-07-14,1990-11-27 00:00:00.000000,,7
2556,2556,100,1955-01-06 00:00:00.000000,,11177,,549,80.0,21.0,1953-12-02,2001-03-14 00:00:00.000000,,28
2557,2557,100,1983-09-22 00:00:00.000000,,11178,,549,133.0,93.0,1960-11-21,2023-06-21 00:00:00.000000,,36
2558,2558,100,1998-12-11 00:00:00.000000,,11179,,549,182.0,,1982-07-27,,,20
2559,2559,82,2017-04-09 19:46:15.045953,,11180,,549,330.0,,1996-01-29,,,41
2560,2560,91,2025-03-17 19:46:15.045953,2025-04-05 19:46:15.045953,11181,11182.0,550,128.0,65.0,2008-10-13,2025-04-05 19:46:15.045953,,15
2561,2561,100,2019-11-21 00:00:00.000000,,11183,,549,202.0,209.0,1982-11-08,2023-01-20 00:00:00.000000,,26
2562,2562,100,2022-02-18 00:00:00.000000,,11184,,549,250.0,135.0,1964-04-04,1995-05-04 00:00:00.000000,,7
2563,2563,100,1984-06-17 00:00:00.000000,,11185,,549,207.0,,1981-01-31,,,36
2564,2564,108,2018-06-14 19:46:15.045953,,11186,,549,277.0,338.0,1985-06-10,2000-06-22 00:00:00.000000,,20
2565,2565,100,1991-02-15 00:00:00.000000,,11187,,549,28.0,91.0,1984-09-04,1988-05-28 00:00:00.000000,,13
2566,2566,100,2023-10-06 00:00:00.000000,2025-02-23 00:00:00.000000,11188,11189.0,550,219.0,342.0,1960-08-31,2025-02-23 00:00:00.000000,2025-02-23 00:00:00.000000,21
2567,2567,100,1996-11-10 00:00:00.000000,,11190,,549,222.0,,1951-08-03,,,39
2568,2568,100,2018-11-26 00:00:00.000000,2023-01-08 00:00:00.000000,11191,11192.0,550,93.0,186.0,2000-11-04,2023-01-08 00:00:00.000000,,40
2569,2569,100,1994-01-03 00:00:00.000000,,11193,,549,266.0,310.0,1978-04-24,2015-01-11 00:00:00.000000,,6
2570,2570,100,1966-05-14 00:00:00.000000,,11194,,549,247.0,224.0,1958-02-09,1989-01-28 00:00:00.000000,,16
2571,2571,100,1991-04-23 00:00:00.000000,1992-07-29 00:00:00.000000,11195,11196.0,550,32.0,238.0,1968-11-20,1992-07-29 00:00:00.000000,,18
2572,2572,199,2022-05-15 19:46:15.045953,2025-03-31 19:46:15.045953,11197,11198.0,550,214.0,260.0,1971-04-28,2025-03-31 19:46:15.045953,,14
2573,2573,82,2019-03-10 19:46:15.045953,,11199,,549,335.0,172.0,1954-03-26,1999-06-12 00:00:00.000000,,50
2574,2574,134,2023-12-15 19:46:15.045953,,11200,,549,335.0,,2010-04-25,,,50
2575,2575,100,1996-05-04 00:00:00.000000,,11201,,549,187.0,,1967-02-25,,,5
2576,2576,100,1968-04-25 00:00:00.000000,,11202,,549,114.0,28.0,1956-04-14,2010-05-17 00:00:00.000000,,7
2577,2577,107,2024-12-05 19:46:15.045953,,11203,,549,218.0,316.0,1994-07-01,2000-01-20 00:00:00.000000,,13
2578,2578,100,2011-12-27 00:00:00.000000,2017-05-18 00:00:00.000000,11204,11205.0,550,270.0,178.0,2011-11-24,2017-05-18 00:00:00.000000,,33
2579,2579,100,2002-04-19 00:00:00.000000,,11206,,549,117.0,97.0,1998-10-26,2024-03-01 00:00:00.000000,,38
2580,2580,151,2008-12-30 19:46:15.045953,2014-07-17 19:46:15.045953,11207,11208.0,550,167.0,44.0,1975-03-04,2014-07-17 19:46:15.045953,,20
2581,2581,100,2022-12-17 00:00:00.000000,,11209,,549,279.0,80.0,1987-09-18,2020-09-12 00:00:00.000000,,50
2582,2582,100,2008-11-18 00:00:00.000000,,11210,,549,336.0,39.0,2000-11-21,2014-07-12 00:00:00.000000,,9
2583,2583,100,1953-10-20 00:00:00.000000,,11211,,549,115.0,,1951-11-26,,,34
2584,2584,100,1963-04-14 00:00:00.000000,,11212,,549,196.0,37.0,1957-11-23,2018-03-26 00:00:00.000000,,28
2585,2585,132,2015-02-10 19:46:15.045953,,11213,,549,333.0,204.0,2004-10-15,2020-02-02 00:00:00.000000,,33
2586,2586,100,1991-05-10 00:00:00.000000,,11214,,549,50.0,292.0,1982-12-28,2000-07-10 00:00:00.000000,,47
2587,2587,257,2018-06-09 19:46:15.045953,,11215,,549,16.0,175.0,1985-06-07,2012-02-12 00:00:00.000000,,36
2588,2588,100,2018-06-05 00:00:00.000000,,11216,,549,255.0,,2001-08-14,,,36
2589,2589,49,2009-08-16 19:46:15.045953,,11217,,549,190.0,295.0,1996-10-20,2021-01-22 00:00:00.000000,,42
2590,2590,100,1966-11-03 00:00:00.000000,2019-06-24 00:00:00.000000,11218,11219.0,550,307.0,81.0,1958-07-14,2019-06-24 00:00:00.000000,,24
2591,2591,100,1987-03-15 00:00:00.000000,,11220,,549,153.0,137.0,1953-07-26,1993-06-30 00:00:00.000000,,30
2592,2592,100,2010-04-08 00:00:00.000000,,11221,,549,61.0,75.0,1992-08-13,2024-06-08 00:00:00.000000,,25
2593,2593,269,2022-06-14 19:46:15.045953,2024-10-02 19:46:15.045953,11222,11223.0,550,308.0,77.0,1978-07-22,2024-10-02 19:46:15.045953,,19
2594,2594,100,2011-02-07 00:00:00.000000,,11224,,549,172.0,,2001-03-09,,,1
2595,2595,100,2020-09-30 00:00:00.000000,,11225,,549,158.0,,1966-02-21,,,48
2596,2596,100,1982-01-28 00:00:00.000000,,11226,,549,308.0,,1962-03-16,,,19
2597,2597,100,1991-06-18 00:00:00.000000,,11227,,549,142.0,248.0,1974-03-21,1997-12-21 00:00:00.000000,,41
2598,2598,40,2025-04-25 19:46:15.045953,2025-04-27 19:46:15.045953,11228,11229.0,550,36.0,71.0,2011-12-02,2025-04-27 19:46:15.045953,,12
2599,2599,100,2021-04-26 00:00:00.000000,,11230,,549,121.0,42.0,1989-11-22,2006-02-10 00:00:00.000000,,46
2600,2600,100,1953-06-04 00:00:00.000000,,11231,,549,264.0,152.0,1952-12-28,1983-04-24 00:00:00.000000,,49
2601,2601,100,1953-09-03 00:00:00.000000,,11232,,549,12.0,126.0,1951-10-22,1999-09-27 00:00:00.000000,,24
2602,2602,100,1957-03-17 00:00:00.000000,,11233,,549,172.0,,1956-02-05,,,1
2603,2603,100,2016-11-30 00:00:00.000000,,11234,,549,264.0,,2014-09-16,,,49
2604,2604,100,2023-09-02 00:00:00.000000,,11235,,549,81.0,,1984-07-31,,,19
2605,2605,100,2014-03-15 00:00:00.000000,,11236,,549,78.0,248.0,1983-01-06,2022-10-23 00:00:00.000000,,43
2606,2606,136,2023-02-22 19:46:15.045953,,11237,,549,320.0,217.0,1960-02-17,2001-07-06 00:00:00.000000,,25
2607,2607,255,2015-01-24 19:46:15.045953,,11238,,549,320.0,,1989-04-26,,,25
2608,2608,58,2012-07-04 19:46:15.045953,,11239,,549,37.0,299.0,1976-10-22,1998-05-29 00:00:00.000000,,1
2609,2609,100,1974-10-21 00:00:00.000000,,11240,,549,320.0,239.0,1974-02-17,1989-10-12 00:00:00.000000,,25
2610,2610,100,1998-12-20 00:00:00.000000,,11241,,549,311.0,32.0,1956-09-28,1983-01-09 00:00:00.000000,,10
2611,2611,100,1985-01-10 00:00:00.000000,,11242,,549,16.0,,1957-12-08,,,36
2612,2612,100,2011-08-31 00:00:00.000000,,11243,,549,311.0,,1967-08-03,,,10
2613,2613,84,1980-01-23 19:46:15.045953,,11244,,549,269.0,283.0,1959-09-04,1980-01-23 00:00:00.000000,,14
2614,2614,100,1970-11-13 00:00:00.000000,,11245,,549,68.0,,1951-01-24,,,37
2615,2615,100,1971-09-14 00:00:00.000000,,11246,,549,87.0,257.0,1956-11-10,1992-06-15 00:00:00.000000,,31
2616,2616,100,2008-10-15 00:00:00.000000,,11247,,549,224.0,,1994-11-10,,,40
2617,2617,100,2018-04-18 00:00:00.000000,,11248,,549,110.0,,1966-01-10,,,29
2618,2618,100,1953-10-08 00:00:00.000000,,11249,,549,150.0,,1953-05-01,,,29
2619,2619,100,1984-09-21 00:00:00.000000,,11250,,549,153.0,239.0,1975-03-20,1992-02-05 00:00:00.000000,,30
2620,2620,113,2006-02-20 19:46:15.045953,,11251,,549,330.0,302.0,1992-05-14,2020-03-12 00:00:00.000000,,41
2621,2621,100,1956-10-25 00:00:00.000000,,11252,,549,100.0,,1956-05-28,,,46
2622,2622,100,2006-10-22 00:00:00.000000,,11253,,549,176.0,,1994-12-11,,,20
2623,2623,100,1975-01-09 00:00:00.000000,,11254,,549,25.0,76.0,1967-10-20,1969-07-09 00:00:00.000000,,7
2624,2624,100,2003-07-14 00:00:00.000000,,11255,,549,270.0,331.0,2001-07-09,2003-04-19 00:00:00.000000,,33
2625,2625,100,1969-04-28 00:00:00.000000,,11256,,549,75.0,208.0,1966-01-12,1980-08-26 00:00:00.000000,,45
2626,2626,71,2024-11-21 19:46:15.045953,,11257,,549,179.0,278.0,1993-04-13,1995-10-29 00:00:00.000000,,46
2627,2627,100,2015-02-25 00:00:00.000000,,11258,,549,266.0,306.0,2006-02-23,2006-09-22 00:00:00.000000,,6
2628,2628,100,1981-01-30 00:00:00.000000,,11259,,549,134.0,,1970-05-08,,,8
2629,2629,100,2013-01-25 00:00:00.000000,,11260,,549,86.0,134.0,1980-10-23,1983-04-08 00:00:00.000000,,42
2630,2630,100,2018-08-24 00:00:00.000000,,11261,,549,218.0,156.0,1973-01-15,2011-04-19 00:00:00.000000,,13
2631,2631,100,2024-10-06 00:00:00.000000,,11262,,549,42.0,241.0,2018-12-10,2023-02-20 00:00:00.000000,,26
2632,2632,227,2020-04-12 19:46:15.045953,,11263,,549,59.0,198.0,1964-01-12,1980-11-03 00:00:00.000000,,20
2633,2633,100,1951-12-14 00:00:00.000000,1980-08-06 00:00:00.000000,11264,11265.0,550,314.0,234.0,1950-06-17,1980-08-06 00:00:00.000000,,48
2634,2634,216,1994-06-20 19:46:15.045953,,11266,,549,76.0,19.0,1986-11-21,2018-04-24 00:00:00.000000,,39
2635,2635,80,1997-12-18 19:46:15.045953,1999-04-11 19:46:15.045953,11267,11268.0,550,265.0,230.0,1978-09-30,1999-04-11 19:46:15.045953,,7
2636,2636,100,1970-05-08 00:00:00.000000,,11269,,549,68.0,238.0,1964-05-26,1966-12-28 00:00:00.000000,,37
2637,2637,100,2009-08-31 00:00:00.000000,2024-09-24 00:00:00.000000,11270,11271.0,550,333.0,10.0,1990-12-12,2024-09-24 00:00:00.000000,,33
2638,2638,100,1963-09-12 00:00:00.000000,,11272,,549,308.0,,1956-04-06,,,19
2639,2639,100,2024-07-17 00:00:00.000000,2025-03-12 00:00:00.000000,11273,11274.0,550,261.0,215.0,2019-08-17,2025-03-12 00:00:00.000000,,26
2640,2640,100,1993-03-17 00:00:00.000000,,11275,,549,307.0,323.0,1991-02-12,2018-07-16 00:00:00.000000,,24
2641,2641,47,1981-05-22 19:46:15.045953,,11276,,549,202.0,,1966-11-11,,,26
2642,2642,224,1978-08-09 19:46:15.045953,,11277,,549,307.0,,1958-05-10,,,24
2643,2643,100,1976-05-02 00:00:00.000000,,11278,,549,252.0,26.0,1972-09-01,2023-01-17 00:00:00.000000,,12
2644,2644,100,2004-03-20 00:00:00.000000,,11279,,549,237.0,,1995-08-08,,,13
2645,2645,100,1993-08-31 00:00:00.000000,,11280,,549,233.0,,1969-10-18,,,34
2646,2646,100,1975-08-22 00:00:00.000000,,11281,,549,342.0,,1969-08-12,,,2
2647,2647,129,2025-02-15 19:46:15.045953,,11282,,549,310.0,154.0,2017-04-09,2020-08-16 00:00:00.000000,,45
2648,2648,100,1982-11-24 00:00:00.000000,,11283,,549,257.0,,1953-12-08,,,30
2649,2649,146,2021-06-03 19:46:15.045953,,11284,,549,171.0,87.0,1962-05-05,1996-12-17 00:00:00.000000,,20
2650,2650,100,1998-04-13 00:00:00.000000,,11285,,549,308.0,,1961-06-07,,,19
2651,2651,100,2000-03-12 00:00:00.000000,2015-09-16 00:00:00.000000,11286,11287.0,550,24.0,273.0,1982-08-02,2015-09-16 00:00:00.000000,,11
2652,2652,100,2009-11-04 00:00:00.000000,,11288,,549,33.0,,1996-10-10,,,44
2653,2653,100,1979-04-09 00:00:00.000000,2021-02-27 00:00:00.000000,11289,11290.0,550,218.0,107.0,1954-11-03,2021-02-27 00:00:00.000000,,13
2654,2654,100,1985-04-14 00:00:00.000000,,11291,,549,37.0,,1960-10-15,,,1
2655,2655,112,2024-07-05 19:46:15.045953,,11292,,549,326.0,205.0,1975-07-16,2019-01-25 00:00:00.000000,,16
2656,2656,100,1989-08-05 00:00:00.000000,,11293,,549,150.0,107.0,1963-06-26,1981-02-20 00:00:00.000000,,29
2657,2657,272,2023-05-17 19:46:15.045953,,11294,,549,128.0,330.0,1989-12-29,1990-10-23 00:00:00.000000,,15
2658,2658,100,1967-05-04 00:00:00.000000,,11295,,549,172.0,39.0,1951-07-06,2021-02-17 00:00:00.000000,,1
2659,2659,100,2023-08-10 00:00:00.000000,,11296,,549,335.0,,1966-01-24,,,50
2660,2660,100,1987-07-08 00:00:00.000000,,11297,,549,255.0,,1952-06-16,,,36
2661,2661,100,1995-05-09 00:00:00.000000,,11298,,549,283.0,,1984-04-09,,,22
2662,2662,100,1975-05-14 00:00:00.000000,,11299,,549,81.0,60.0,1957-11-02,2020-11-23 00:00:00.000000,,19
2663,2663,100,1952-09-23 00:00:00.000000,,11300,,549,305.0,133.0,1951-11-12,1999-11-10 00:00:00.000000,,26
2664,2664,100,1976-07-23 00:00:00.000000,1982-10-23 00:00:00.000000,11301,11302.0,550,97.0,4.0,1968-02-05,1982-10-23 00:00:00.000000,,42
2665,2665,273,2016-07-03 19:46:15.045953,,11303,,549,47.0,,1986-07-06,,,31
2666,2666,100,1986-04-22 00:00:00.000000,,11304,,549,261.0,266.0,1964-04-06,1971-12-20 00:00:00.000000,,26
2667,2667,100,1961-11-25 00:00:00.000000,,11305,,549,216.0,9.0,1951-06-06,1972-05-15 00:00:00.000000,,32
2668,2668,262,2025-03-24 19:46:15.045953,2025-04-25 19:46:15.045953,11306,11307.0,550,80.0,229.0,1996-10-06,2025-04-25 19:46:15.045953,,28
2669,2669,100,1993-06-13 00:00:00.000000,2012-09-28 00:00:00.000000,11308,11309.0,550,185.0,85.0,1977-12-20,2012-09-28 00:00:00.000000,,22
2670,2670,100,1988-04-29 00:00:00.000000,,11310,,549,43.0,,1964-02-16,,,44
2671,2671,100,1972-09-27 00:00:00.000000,,11311,,549,150.0,,1969-08-03,,,29
2672,2672,100,2020-04-11 00:00:00.000000,,11312,,549,41.0,,1959-03-13,,,46
2673,2673,100,2016-03-16 00:00:00.000000,,11313,,549,34.0,,1981-05-24,,,2
2674,2674,235,2023-02-13 19:46:15.045953,2025-01-17 19:46:15.045953,11314,11315.0,550,308.0,161.0,1953-04-27,2025-01-17 19:46:15.045953,,19
2675,2675,100,2012-01-31 00:00:00.000000,2018-12-30 00:00:00.000000,11316,11317.0,550,318.0,50.0,1964-10-19,2018-12-30 00:00:00.000000,,34
2676,2676,100,1961-12-30 00:00:00.000000,,11318,,549,296.0,,1955-11-25,,,28
2677,2677,121,2019-04-18 19:46:15.045953,2023-05-06 19:46:15.045953,11319,11320.0,550,113.0,342.0,1980-01-16,2023-05-06 19:46:15.045953,,34
2678,2678,100,2000-05-08 00:00:00.000000,,11321,,549,98.0,,1990-08-01,,,22
2679,2679,100,1967-07-22 00:00:00.000000,2016-04-07 00:00:00.000000,11322,11323.0,550,201.0,234.0,1957-02-11,2016-04-07 00:00:00.000000,,4
2680,2680,100,1950-07-06 00:00:00.000000,1992-01-22 00:00:00.000000,11324,11325.0,550,201.0,237.0,1950-02-16,1992-01-22 00:00:00.000000,,4
2681,2681,100,1957-05-28 00:00:00.000000,,11326,,549,220.0,,1952-05-27,,,24
2682,2682,100,1955-05-16 00:00:00.000000,1980-04-24 00:00:00.000000,11327,11328.0,550,325.0,2.0,1950-10-21,1980-04-24 00:00:00.000000,,33
2683,2683,52,2004-08-13 19:46:15.045953,,11329,,549,219.0,,1952-11-10,,,21
2684,2684,125,2017-04-24 19:46:15.045953,,11330,,549,121.0,230.0,1989-09-24,2004-08-29 00:00:00.000000,,46
2685,2685,100,1982-04-16 00:00:00.000000,,11331,,549,280.0,174.0,1970-01-13,1989-06-19 00:00:00.000000,,31
2686,2686,73,2022-10-17 19:46:15.045953,2025-04-08 19:46:15.045953,11332,11333.0,550,214.0,344.0,2000-04-11,2025-04-08 19:46:15.045953,,14
2687,2687,100,1966-11-21 00:00:00.000000,,11334,,549,207.0,,1952-11-09,,,36
2688,2688,252,1955-12-13 00:00:00.000000,,11335,,549,216.0,,1952-09-14,,,32
2689,2689,54,2023-12-17 19:46:15.045953,,11336,,549,316.0,122.0,1973-07-25,2019-08-01 00:00:00.000000,,6
2690,2690,210,2015-03-08 19:46:15.045953,,11337,,549,110.0,205.0,1950-11-22,1997-03-06 00:00:00.000000,,29
2691,2691,100,2022-12-08 00:00:00.000000,,11338,,549,179.0,322.0,2017-08-20,2022-09-19 00:00:00.000000,,46
2692,2692,100,1978-04-26 00:00:00.000000,,11339,,549,248.0,22.0,1972-11-24,1985-08-10 00:00:00.000000,,48
2693,2693,55,1994-09-29 19:46:15.045953,,11340,,549,308.0,265.0,1954-10-20,1959-08-02 00:00:00.000000,,19
2694,2694,229,2006-10-28 19:46:15.045953,,11341,,549,238.0,274.0,1973-04-10,2020-05-23 00:00:00.000000,,22
